@RELATION Edge_16
@ATTRIBUTE a0 NUMERIC
@ATTRIBUTE a1 NUMERIC
@ATTRIBUTE a2 NUMERIC
@ATTRIBUTE a3 NUMERIC
@ATTRIBUTE a4 NUMERIC
@ATTRIBUTE a5 NUMERIC
@ATTRIBUTE a6 NUMERIC
@ATTRIBUTE a7 NUMERIC
@ATTRIBUTE a8 NUMERIC
@ATTRIBUTE a9 NUMERIC
@ATTRIBUTE a10 NUMERIC
@ATTRIBUTE a11 NUMERIC
@ATTRIBUTE a12 NUMERIC
@ATTRIBUTE a13 NUMERIC
@ATTRIBUTE a14 NUMERIC
@ATTRIBUTE a15 NUMERIC
@ATTRIBUTE class {207,0,154,164,118,172,184,190,203,108,127,152,13,61,155,192,173,37,109,58,125,7,63,186,112,157,168,123,89,174,88,153,117,166,195,94,90,133,151,130,113,150,64,161,126,87,11,17,10,121,171,85,19,177,159,66,65,60,140,95,197,187,12,158,1,92,129,59,180,208,26,175,178,194,181,3,25,62,170,8,185,110,179,160,165,93,107,199,114,169,128,135,14,162,16,134,124,18,206,163,81,132,111,205,188,91,198,5,139,102,84,131,204,9,119,193,202,247,338,346,209,213,353,334,337,254,292,289,336,349,232,294,325,351,347,230,355,216,320,301,282,283,348,297,272,343,212,357,352,385,386,287,332,276,354,340,341,237,211,234,333,242,278,273,335,339,217,330,248,344,256,215,345,329,280,231,350,239,324,285,315,233,286,298,383,293,243,379,295,241,387,288,210,240,259,364,279,214,384,296,291,342,281,300,299,246,274,235,328,356,250,275,380,277,382,321,449,551,498,587,391,553,550,670,585,409,588,545,552,415,482,634,408,405,513,514,671,481,451,584,567,497,484,527,414,548,453,549,445,599,635,448,563,456,389,561,586,480,559,488,582,555,494,577,493,547,442,544,454,420,439,562,598,452,455,546,492,560,583,388,447,390,658,444,443,403,450,393,486,490,496,483,446,392,489,491,542,394,495,458,487}
@DATA
15.405,13.8804,10.5452,4.6068,2.7122,3.2936,1.6174,0.654,2.2142,0.5743,0.7808,15.4379,2.002,15.0297,6.5509,4.6955,0
14.3426,15.6337,14.8016,8.6961,6.1531,7.9801,3.7097,0.842,1.8849,0.5976,0.6588,6.7953,1.1255,7.4895,4.3058,4.9838,173
7.2915,8.963,9.5712,6.9198,5.2542,6.8243,4.035,3.2038,5.6297,3.2231,3.0307,9.3803,3.1853,9.3544,6.8335,7.3002,87
15.2176,14.074,11.1038,5.0499,3.0619,3.5562,1.7256,0.5852,1.9949,0.5215,0.7422,14.8476,2.0882,14.585,6.2906,4.556,0
10.088,10.0145,8.9328,5.7386,3.7066,5.2342,3.4406,3.106,6.2171,3.2154,2.861,9.7408,2.6733,11.1519,6.5157,7.3636,124
14.9935,14.184,11.2136,5.0475,2.9976,3.5927,1.7781,0.699,2.2872,0.6188,0.8201,14.587,2.1427,14.3016,6.1142,4.6224,0
7.6176,9.3993,9.9447,6.4692,4.7429,6.3045,3.0727,1.5784,3.8724,2.0196,2.4696,12.4148,3.8499,12.5554,6.9002,6.7888,26
8.7102,9.3943,9.3368,5.9014,4.3733,5.5761,2.9136,1.5433,3.6814,1.9442,2.2269,14.9215,3.002,14.0371,6.4258,6.0121,7
8.8519,9.0755,8.2723,5.2318,3.2878,4.9148,2.8848,2.4059,6.2063,2.8189,2.7672,13.263,2.8603,14.1832,6.2257,6.7506,110
7.4986,8.8497,8.9888,6.3102,4.4467,6.1602,3.7111,3.049,6.0229,3.0624,2.9546,10.6296,3.1498,11.2753,6.6166,7.2745,163
9.1102,8.8815,8.2228,5.1281,3.4788,4.9064,2.5706,1.5332,4.0467,1.9161,2.1091,17.4909,2.8549,15.6461,6.0758,6.0288,179
10.3936,10.9075,9.6953,5.5085,3.597,4.7856,2.8841,2.3909,5.2638,2.3913,2.3699,11.629,2.8905,12.258,6.4325,6.6024,85
9.8024,10.3787,9.5193,5.6711,3.7732,4.9858,2.9704,2.448,5.4254,2.569,2.4642,11.6635,2.8543,12.3643,6.3938,6.7166,85
8.1591,8.6715,8.1528,5.6981,3.5637,5.9149,3.74,3.2549,6.647,3.3419,3.1254,12.4853,2.739,12.2001,5.7861,6.5203,119
6.3488,7.7593,8.5023,6.8914,5.3801,7.5678,4.7021,3.8448,6.3734,3.4723,3.2298,9.4754,3.1387,9.4031,6.6014,7.3094,88
8.635,9.0463,8.7593,5.7071,4.1124,5.4395,2.9104,1.96,4.9399,2.5475,2.6537,12.7206,3.1771,13.2372,7.0992,7.0547,84
9.7868,9.9552,9.1209,5.9881,3.9742,5.5208,3.4876,3.0628,6.2102,3.2301,2.8205,9.8307,2.4921,10.9079,6.3261,7.286,124
7.7295,8.7541,8.8238,6.4062,4.4594,6.2797,3.8636,3.5498,6.9263,3.3821,2.8792,10.167,2.4656,10.5469,6.4118,7.355,64
8.1434,9.093,8.7096,5.9226,3.9073,5.9989,3.69,3.1815,6.4572,3.2357,3.0329,11.2875,2.9229,11.5767,6.1732,6.6677,158
5.5407,7.2503,8.4308,6.7695,5.3225,7.5869,4.1884,2.8975,5.4912,3.0888,3.1967,10.7061,3.7694,10.9372,7.2572,7.5669,88
8.0128,10.3119,11.1553,7.1151,5.335,6.3532,3.1419,1.5643,3.4525,1.932,2.3174,11.1772,3.7795,11.5964,6.6131,6.1423,199
7.6756,8.5574,8.7771,5.8198,4.2202,6.1132,3.1267,1.7213,3.9083,1.6958,2.1495,14.9883,3.4966,14.9712,6.4866,6.2924,5
5.727,6.9752,7.5859,5.9621,4.4117,6.9852,3.5383,2.7016,5.6557,2.8631,3.2497,11.9251,4.0374,12.4305,7.7623,8.1892,18
14.3925,13.424,10.7809,5.0177,3.072,3.7756,1.9117,0.7681,2.3857,0.7147,0.9535,15.0092,2.1888,14.708,6.3072,4.5904,0
6.0903,9.2265,11.7263,8.3418,6.6916,7.4012,3.7536,1.3863,3.1863,2.1065,2.4988,10.8498,4.0265,10.8437,6.2219,5.6489,151
14.3093,13.5472,11.1658,5.3484,3.3766,3.8495,1.8263,0.5545,1.9563,0.4953,0.7557,15.1856,2.2648,14.8397,6.1486,4.3764,0
8.5466,9.6613,9.4003,6.0207,4.2444,5.7609,3.1335,2.5755,5.4899,2.8171,2.7329,10.6513,3.0651,11.1815,7.1882,7.5307,131
9.0836,8.693,7.3949,4.9762,2.7311,5.2692,4.5041,4.4348,7.4498,4.4839,4.2103,11.8493,3.4388,10.9795,5.2496,5.2519,195
8.486,8.3943,8.032,5.2926,3.681,5.3777,2.5418,1.1424,4.091,1.3802,1.7105,16.2775,3.1593,17.9174,6.1423,6.374,128
14.4814,11.8884,8.9806,4.2628,2.5801,3.5377,2.0673,1.542,3.7068,1.5331,1.5874,14.5495,2.5356,14.5299,6.8234,5.394,0
8.1213,9.4596,9.8427,6.3683,4.7012,6.0819,2.8867,1.4022,3.2981,1.6788,2.1532,12.925,3.6175,13.7417,7.2207,6.5009,16
7.1804,8.3878,8.6737,6.5123,4.8166,6.8465,4.2302,3.7006,5.9683,3.3761,3.2744,9.459,3.4262,9.5023,7.0753,7.5703,175
6.5382,8.3726,9.9768,7.6309,6.3091,7.7174,4.527,2.8229,4.8583,3.166,3.0275,8.9629,3.4818,9.0876,6.6782,6.8427,132
8.0523,9.6317,9.9015,6.9156,5.1138,6.4321,4.0739,3.5262,6.0695,3.2989,3.0033,8.6223,2.9743,8.9199,6.4371,7.0276,62
13.6049,11.7604,9.094,4.3634,2.645,3.5244,2.0048,1.4674,3.5865,1.3859,1.4952,15.4828,2.3491,15.2837,6.788,5.1644,0
7.4048,9.0399,9.816,6.5441,4.698,6.1588,3.0897,1.9647,4.8994,2.6267,2.8801,11.3775,3.6586,11.8614,7.0201,6.9601,9
6.5943,8.1578,9.3447,7.1384,5.6022,7.2625,3.9862,2.8009,5.4096,2.9741,2.9346,9.8654,3.1703,10.4452,6.8892,7.4246,12
16.7503,13.6149,9.5131,4.0946,2.5326,3.2451,1.6514,0.7154,2.224,0.5423,0.6706,15.2172,1.8735,14.8985,6.9993,5.4575,0
6.7901,9.0738,10.6606,7.5935,6.0196,7.0981,3.6302,1.8852,3.8582,2.4092,2.6268,10.3618,3.6295,10.9436,6.9775,6.4424,154
6.3992,7.708,8.3434,5.9002,4.4034,6.4376,3.2285,2.0484,4.6262,2.3417,2.7631,12.4611,3.9982,13.8738,7.7359,7.7313,59
9.3223,9.8959,9.7554,6.0256,4.351,5.5626,2.5521,0.8427,2.7979,1.0445,1.6503,15.6882,3.2008,15.6914,6.0824,5.537,58
7.774,9.2267,9.7926,6.7491,5.1948,6.7139,3.7705,2.4797,4.659,2.4074,2.3842,10.9425,3.048,11.7036,6.5618,6.5921,125
10.3356,13.1767,13.7836,8.0437,5.746,6.6446,3.0865,1.0838,2.3973,1.0359,1.2941,10.3211,2.9114,10.5149,4.8686,4.7563,199
7.5788,11.6853,14.6186,9.5894,7.2857,7.9048,3.6709,0.857,1.9331,0.999,1.4971,10.1048,3.7447,10.103,4.4914,3.9364,153
9.9911,10.5611,9.5861,5.6052,3.6881,4.9494,2.9766,2.5621,5.3404,2.5143,2.4689,11.3134,2.9589,12.1301,6.5435,6.8107,85
8.834,10.0388,9.637,5.9972,4.1658,5.6162,3.0014,2.3644,5.0514,2.628,2.6564,10.8904,3.1864,11.4391,7.1889,7.3048,131
7.0574,9.2893,10.7445,7.4799,5.8652,6.9734,3.5305,1.8006,3.8834,2.387,2.6354,10.4137,3.6101,10.9398,6.9447,6.4451,154
6.4385,9.7792,12.3805,8.5868,6.7995,7.6,3.975,1.6288,3.1035,1.9942,2.3813,10.1451,3.9294,10.2104,5.7989,5.2489,93
7.3372,8.353,8.2572,5.3319,3.7466,5.8227,2.8608,1.6777,4.431,1.6039,2.125,14.3576,3.8507,15.6931,7.1851,7.3665,108
7.3268,8.2505,8.2401,5.9589,4.0235,6.1905,3.86,3.2093,6.7354,3.463,3.111,11.4538,2.6668,12.3288,6.1661,7.0155,150
14.0506,12.4797,8.8272,3.8376,2.2674,2.9243,1.5785,1.1435,3.1605,1.466,1.7363,17.0075,2.7798,13.6232,6.1235,6.9944,155
6.4413,7.8493,8.6867,6.9506,5.4675,7.5758,4.4451,3.7453,6.3508,3.3682,3.0729,9.2985,2.9481,9.4409,6.7374,7.6216,152
7.8336,9.0232,8.9083,6.266,4.2574,6.1973,3.8812,3.4956,6.5928,3.4202,3.1341,10.1307,2.9522,10.2456,6.5257,7.136,90
9.4716,9.6748,9.137,5.7043,4.1091,5.3533,3.0231,2.0989,4.616,2.2046,2.2746,13.5592,2.6882,13.3115,6.3382,6.4357,0
7.079,8.097,8.1274,6.0187,4.0436,6.3275,3.8883,3.3093,6.9657,3.6325,3.2186,11.3531,2.6604,12.0444,6.1356,7.0988,150
7.7877,9.2375,9.5675,6.6137,4.7651,6.3632,3.7843,3.1082,5.8683,3.2402,3.021,9.8779,3.0353,10.1585,6.5811,6.9904,60
9.1721,10.3612,10.6103,6.7635,4.9454,6.3973,3.3771,1.8771,3.9417,1.8314,1.914,12.2108,3.1174,12.3137,5.6327,5.5342,193
8.3347,10.368,10.7309,6.5166,4.6406,5.6567,2.7299,1.4951,4.1388,2.1599,2.4318,12.0399,3.3492,12.2397,6.6255,6.5427,37
6.5782,8.0369,8.4349,6.2523,4.5609,6.5615,3.7752,3.1684,6.255,3.1638,3.0374,10.8974,3.2738,11.2617,7.0006,7.7422,174
8.8296,9.124,8.3403,5.3208,3.2814,5.0402,3.0416,2.6014,6.56,3.1254,2.955,12.8497,2.7888,13.6256,5.9484,6.5678,110
7.3321,8.7849,9.4201,6.53,4.9879,6.562,3.6124,2.3683,4.7104,2.3985,2.4392,11.3674,3.1634,12.4897,6.8326,7.0009,125
7.9146,8.8646,8.8049,6.0135,4.2909,6.0702,3.4307,2.5817,5.5633,2.8318,2.8103,12.0198,2.9806,12.5231,6.4792,6.8207,121
15.1005,13.207,10.5096,4.9762,3.2583,4.3249,2.0229,0.8225,2.3435,0.6919,0.9407,13.1012,2.9471,13.6015,5.6259,6.5264,117
13.1445,11.7339,9.2158,4.4866,2.7432,3.8094,1.8798,1.2252,3.3815,1.3684,1.6615,14.9818,2.8104,14.8199,6.6719,6.0662,188
8.6455,9.0645,8.3769,5.5754,3.4107,5.3296,3.4332,3.2019,6.8131,3.3497,3.1939,10.9289,2.9758,12.1381,6.4065,7.1564,164
7.8519,9.2789,9.5431,6.4171,4.5982,6.1494,3.548,2.7812,5.5846,2.937,2.8828,10.7434,3.1517,10.9819,6.5972,6.9534,60
9.2758,9.2244,8.4961,5.2411,3.4789,5.1984,2.9528,2.264,4.9392,2.214,2.347,14.182,3.0855,14.3413,6.3703,6.389,126
7.5761,9.1415,9.9448,6.7587,5.115,6.5955,3.2338,1.5236,3.3953,1.7922,2.2379,12.6927,3.6558,13.2309,6.9101,6.1961,16
15.5414,14.4974,11.2207,5.0152,2.993,3.484,1.7275,0.6129,2.1251,0.5519,0.7956,14.5304,1.9832,14.0763,6.0555,4.79,0
9.6937,10.4239,9.553,5.7024,3.7498,5.0453,3.0571,2.6531,5.7212,2.6781,2.5699,11.1615,2.861,11.8635,6.465,6.8014,85
8.1452,8.7159,8.1377,5.6653,3.4044,5.5683,3.3615,2.9926,7.2595,3.4604,3.1329,12.2784,2.5976,13.2145,5.6278,6.4379,110
14.1142,12.2031,9.2944,4.3526,2.6835,3.5186,1.9211,1.2732,3.3402,1.2961,1.4637,15.4947,2.5037,14.929,6.5769,5.035,0
5.9901,8.4059,10.279,7.6816,6.2093,7.7052,3.9852,1.9564,3.7787,2.3063,2.7409,10.7151,4.0227,11.0017,6.7638,6.4579,14
8.3679,9.7281,9.7037,6.6424,4.722,6.2557,4.024,3.5582,6.0965,3.3334,3.0173,8.948,2.9615,9.1949,6.4886,6.9577,25
7.9051,8.6104,8.3234,5.6559,3.8003,5.727,3.4779,2.8542,6.307,3.2063,3.0034,11.9331,2.8003,12.8324,6.3432,7.2201,150
9.2301,9.3134,8.503,5.4751,3.0861,5.253,3.2277,2.7826,6.573,3.308,3.065,12.3757,2.7382,12.5796,5.8201,6.6696,91
7.8577,8.6843,8.5891,5.7106,3.9355,5.6558,3.2858,2.4581,5.7179,2.9715,2.9134,12.2942,2.9603,13.0572,6.6723,7.2363,150
6.7254,8.3917,9.8315,7.5737,6.2411,7.7389,4.6014,3.0252,5.042,3.2616,3.0551,8.6414,3.3626,8.7922,6.6637,7.0525,132
9.1857,9.238,8.4132,5.2171,3.4045,5.1138,3.0549,2.4854,5.2727,2.4726,2.5994,13.9427,3.1345,13.7257,6.316,6.4239,126
8.5279,8.3809,7.7561,5.1778,3.461,5.3066,2.5693,1.4178,4.6741,1.8002,2.1194,16.0771,3.0067,17.3019,6.1519,6.2713,128
7.217,9.5516,10.9105,7.3424,5.6569,6.7624,3.3386,1.5781,3.9382,2.2932,2.5486,10.9034,3.6998,11.4199,6.6494,6.19,123
15.0329,13.9253,11.0529,5.0847,3.1094,3.564,1.6677,0.4943,1.9079,0.408,0.6325,15.7529,2.0765,14.6582,6.1236,4.5093,0
7.3365,8.6141,8.8543,7.2127,5.459,7.3647,5.2013,4.939,7.2125,3.8383,3.3074,7.8899,2.9012,7.6557,5.6696,6.5437,169
12.649,12.0613,9.6579,4.8699,3.0514,3.89,2.043,1.4214,3.6689,1.7447,1.9598,13.1526,2.8374,13.6394,6.7922,6.5612,202
13.8472,11.935,8.3583,3.7421,2.1925,2.9857,1.6651,1.2522,3.4564,1.6125,1.8877,17.2179,2.8546,13.5479,6.0159,7.4289,155
8.6341,10.1097,10.2923,6.4154,4.4514,6.307,3.0161,1.4801,3.6094,1.4206,1.8585,12.9703,3.7268,13.7163,6.1515,5.8405,166
9.9983,9.9728,9.0974,6.0278,3.9471,5.4924,3.5795,3.2807,6.2595,3.2983,2.8562,9.4101,2.5317,10.5227,6.3988,7.3267,124
6.6522,9.9174,12.2121,8.1768,6.2477,7.0145,3.4472,1.4208,3.484,2.2103,2.536,10.4155,3.6903,10.4709,6.3005,5.8037,153
6.7599,8.1714,9.2359,7.3946,6.0382,7.8594,4.8687,3.7658,5.7085,3.4786,3.1737,8.2743,3.1732,8.3014,6.5484,7.2482,132
8.976,9.3833,8.604,6.1017,3.9184,6.1479,4.7366,4.5093,7.2928,4.0638,3.5034,8.9572,2.8073,9.2854,5.6532,6.0596,190
15.3795,13.9631,11.0187,5.0768,3.1191,3.6755,1.8048,0.629,2.1095,0.5023,0.6401,14.9325,1.9851,14.4135,6.2315,4.5188,0
14.6117,12.1791,9.2537,4.2786,2.5581,3.3795,1.8156,1.2302,3.2275,1.1796,1.2972,15.28,2.3996,15.3585,6.8812,5.0699,0
11.8072,10.3005,8.0532,4.2686,2.4963,3.9227,2.1788,1.6208,4.4559,1.7168,2.078,14.9811,3.135,15.7507,6.3817,6.8527,102
6.9343,9.6969,11.4216,7.8206,6.2012,6.983,3.7717,2.0572,4.3991,2.8768,2.7516,9.3647,3.527,9.4627,6.4333,6.2982,130
8.35,9.3034,9.1174,6.0078,4.1332,5.7616,3.3122,2.3564,5.446,2.8328,2.7222,12.1701,2.9318,12.2593,6.4296,6.8662,111
7.7625,9.2707,9.6684,6.6126,4.7823,6.3284,3.7594,3.0387,5.7952,3.1757,3.0452,9.9231,3.1082,10.1599,6.5824,6.9873,60
7.2785,8.1611,8.2831,5.8788,4.3669,6.1791,3.5673,2.5989,5.3609,2.5323,2.5497,12.8516,2.8598,13.8984,6.5078,7.1261,94
8.62,9.6913,9.3984,6.0935,4.2472,5.8755,3.2671,2.706,5.3607,2.8224,2.772,10.8381,2.9916,11.0619,7.0223,7.232,131
7.5216,12.976,16.9964,11.3938,9.0992,8.6155,4.2596,1.0996,1.8798,1.0649,1.2383,7.7158,3.0693,7.0949,2.83,3.1453,208
7.0277,9.4853,11.0363,7.6254,5.9953,6.9948,3.9603,2.4562,4.7725,3.0473,2.9241,9.1058,3.4911,9.2012,6.4495,6.4271,130
9.305,9.1628,8.2754,5.1927,3.0,5.0053,3.0108,2.5981,5.9936,2.9868,2.9737,12.8477,3.1031,13.3599,6.4641,6.7209,139
9.7635,10.11,9.1722,5.735,3.8835,5.3379,3.2918,2.8811,5.6168,2.7972,2.5253,11.5122,2.6009,11.6474,6.4022,6.7229,172
6.5898,7.9856,8.7179,7.0082,5.5855,7.539,4.6604,4.0257,6.5968,3.4953,3.0728,8.8571,2.7866,8.9696,6.5289,7.5808,152
16.6957,14.3193,10.333,4.4044,2.5419,3.2022,1.6355,0.7452,2.2938,0.6249,0.7393,14.2776,1.8306,14.1931,7.0368,5.1268,0
16.3127,13.7697,10.1241,4.4552,2.6699,3.331,1.6486,0.7572,2.3265,0.6412,0.796,14.4721,1.992,14.5291,7.0513,5.1234,0
8.6708,9.8638,9.6884,6.5544,4.6887,6.0765,3.8726,3.3679,6.0124,3.1528,2.8952,8.9838,2.867,9.6318,6.4937,7.1801,62
13.4071,14.9612,14.6644,8.8524,6.4001,8.2869,3.9611,0.8912,2.006,0.6776,0.733,7.2585,1.1413,7.7428,4.1468,4.8697,173
7.8436,8.4157,8.3797,5.9475,4.3581,6.1941,3.5758,2.6979,5.5601,2.6461,2.7951,11.7187,3.3902,12.5292,6.5917,7.3564,135
15.2162,15.9103,14.7785,8.6053,6.0821,7.6869,3.6645,0.9488,1.9945,0.7033,0.7077,6.5242,1.0248,6.9773,3.8731,5.3024,173
8.1599,9.4502,9.5548,6.6218,4.7478,6.3251,3.8981,3.3283,5.9347,3.3361,3.0233,9.2853,3.027,9.5355,6.6397,7.1322,25
7.3646,8.2181,8.1027,5.816,3.8798,6.0932,3.8519,3.2761,6.928,3.5184,3.2363,11.8431,2.5982,12.5296,5.8991,6.8449,150
9.2471,12.651,13.9876,8.1675,5.9209,6.2665,2.9429,0.8965,2.2853,1.185,1.6302,11.0035,3.5127,10.6437,4.9935,4.666,247
7.0253,9.0028,9.8167,6.8552,5.1459,6.6499,3.6823,2.47,4.8643,2.679,2.7903,10.8994,3.6992,10.9778,6.7082,6.7338,338
9.1637,13.3761,16.5267,10.9665,8.5395,8.9964,4.1877,0.8598,1.6449,0.5949,0.6349,8.1673,2.4899,8.1066,2.9621,2.7832,346
9.3628,10.9037,10.9118,6.5439,4.7046,5.6126,2.9029,1.5753,3.4679,1.7246,2.0454,12.3543,3.3406,12.5862,6.4048,5.5587,209
6.2319,7.8312,8.5985,6.3722,4.829,6.8117,3.6653,2.6929,5.6499,2.9134,2.9698,11.1978,3.7223,11.7395,7.1595,7.6151,174
9.1453,9.6612,8.9847,5.3935,3.3464,4.8369,2.7313,2.1014,5.4093,2.5598,2.7345,12.6071,3.2003,13.3806,6.7738,7.1339,213
10.5997,12.6539,12.9717,7.5236,5.3491,6.3329,2.9028,0.8244,2.1709,0.8015,1.2023,11.8929,2.9431,11.9208,5.2676,4.6429,353
8.0293,9.0762,9.0278,6.3925,4.57,6.244,4.0558,3.5806,6.6041,3.2257,2.9363,9.6312,2.788,10.3804,6.3072,7.1508,334
8.9844,10.0182,9.9022,6.1163,4.5454,5.7026,2.8661,1.6656,4.177,2.2117,2.2841,12.5535,2.9569,12.6188,6.8045,6.5928,353
8.4113,8.116,6.8801,4.5797,2.5981,5.0954,3.5628,3.2037,6.3878,3.283,3.3146,16.6428,2.9017,13.9416,5.2502,5.8312,337
6.1293,8.4051,9.8832,7.2959,5.7448,7.2768,3.7881,2.0055,4.1057,2.4769,2.8886,11.0085,4.0181,11.1499,6.9515,6.8722,254
16.8843,14.8871,9.7825,3.8455,2.2583,2.6484,1.3903,0.9556,2.4876,0.8946,1.0677,16.2111,2.0311,12.2981,5.9643,6.3934,292
10.4866,10.8044,10.3024,5.9506,4.2262,5.0143,2.4964,1.0686,2.8619,1.2901,1.7287,14.9397,3.2001,14.2693,6.2814,5.0793,289
10.6835,10.5003,10.0936,6.0309,4.2535,5.7907,2.8336,1.0728,2.7644,0.882,1.2413,15.6249,3.1794,14.9396,5.3943,4.7153,336
10.6686,10.7883,9.2815,5.4364,3.2795,4.7255,2.8774,2.6999,5.6965,2.6454,2.6315,10.9361,2.8708,11.4403,6.784,7.2384,349
8.5444,9.1775,8.6879,5.6269,3.7752,5.5247,3.3842,2.7971,5.74,2.7859,2.6651,12.965,2.8555,12.8169,6.0944,6.5592,232
9.878,11.4979,11.8623,7.2316,5.1267,6.4482,3.3613,1.8717,3.593,1.5658,1.7098,11.2909,3.0109,11.3228,5.2336,4.9954,193
16.3783,14.2335,9.2672,3.9336,2.6357,3.3618,1.7632,1.0652,2.8563,1.0951,1.2996,14.6051,2.2374,12.6032,5.8334,6.8314,294
8.2052,9.0438,8.8344,5.7128,3.8982,5.5569,3.076,2.2283,5.3484,2.6071,2.7098,12.3815,3.2172,13.3123,6.7375,7.1306,325
13.3268,11.9576,9.354,4.6771,3.1453,3.9406,1.9456,1.0628,2.7855,1.1435,1.4048,15.6951,2.5309,14.4643,6.4065,6.1595,351
6.5185,7.7586,7.9841,5.8241,4.0848,6.3774,3.4463,2.6638,6.056,2.7979,2.7501,11.8471,3.2242,13.2617,7.2248,8.1805,347
11.153,10.0649,7.9551,4.1905,2.8697,3.6887,1.9789,1.2246,3.3545,1.3104,1.5861,20.8205,2.3687,15.9268,5.8874,5.6203,207
10.2767,14.7314,17.6279,11.3026,8.6322,8.8638,4.0406,0.622,1.3655,0.4333,0.4373,7.1939,1.6766,7.2158,2.8194,2.7611,346
7.4634,8.572,8.6716,5.7041,4.0352,5.7533,2.6997,1.5407,4.4689,2.1025,2.5965,13.3666,3.8892,14.3693,7.3963,7.3709,230
11.0524,12.842,12.2813,6.4862,4.3861,4.7294,2.3554,1.2167,3.293,1.5555,1.7389,12.2463,2.7609,12.134,5.8301,5.0918,355
5.6851,9.3834,12.831,9.4386,7.753,8.3226,4.2916,1.3987,2.5471,1.6659,2.2698,10.0134,4.2428,10.0796,5.4239,4.6535,204
8.0522,9.4292,9.5269,6.8546,4.9413,6.4959,3.8604,3.0394,5.6418,2.7748,2.4851,10.9873,2.5078,10.7099,6.073,6.6204,216
8.9578,9.0395,8.0415,4.6568,2.9899,4.8315,2.3007,1.3341,4.1015,1.2849,1.6552,18.295,2.8537,17.096,5.9614,6.6003,320
10.1671,11.7161,12.4025,8.0635,5.8271,7.7048,3.4256,1.1982,2.578,1.0925,1.2729,10.4467,3.5122,11.1022,4.6514,4.8391,301
6.9776,8.1527,8.2988,5.5272,4.0121,5.7751,2.883,1.9041,4.8105,2.2265,2.5231,13.6386,3.4993,14.7006,7.3693,7.7014,282
9.3007,12.8496,14.2763,8.3434,6.0146,6.2982,2.9513,0.8696,2.1627,1.1176,1.5748,11.021,3.5026,10.5436,4.6963,4.4779,247
8.301,9.2877,9.2565,6.2627,4.5814,6.1186,3.7566,3.1119,6.0766,3.0513,2.7609,10.1209,2.8958,10.7608,6.4929,7.1645,334
12.0694,11.2421,9.2205,4.6084,2.8133,3.9107,2.0667,1.475,3.7327,1.5363,1.8096,15.801,2.8494,14.4131,6.3039,6.1479,283
10.386,10.873,9.6436,5.5542,3.389,4.5769,2.6498,2.3635,5.4718,2.4,2.3953,11.7217,2.8337,12.2784,6.4618,7.0012,349
7.3091,9.8029,11.3784,7.7553,6.0175,6.8571,3.8706,2.3804,4.5522,2.8817,2.8274,9.0106,3.3988,9.2957,6.4492,6.2133,206
13.0624,11.9421,9.2955,4.6842,3.001,3.8952,2.1267,1.4028,3.5123,1.4849,1.7349,15.0952,2.7319,13.592,6.3325,6.1064,348
10.0549,10.5972,9.0704,5.0994,3.5112,5.0223,2.3929,1.5204,4.3491,1.9063,2.1821,13.5603,3.0021,13.5053,6.807,7.4188,297
7.294,8.9143,9.4344,6.1989,4.6815,6.2567,2.7301,1.045,3.1301,1.3956,2.1206,13.8022,3.9789,14.8644,7.1042,7.0489,272
8.1148,9.0041,8.7231,6.1012,4.1769,6.1409,3.9131,3.588,6.613,3.3354,3.0797,10.2745,2.9245,10.3279,6.4806,7.2022,343
10.8025,9.846,7.8865,4.2945,2.9252,3.893,2.1099,1.4172,3.7269,1.6255,1.8524,19.774,2.422,15.3211,6.0841,6.0192,207
11.0748,11.7489,10.3292,5.505,3.604,4.6769,2.5099,1.715,4.1207,1.8798,2.0201,12.3259,3.1125,12.7368,6.4454,6.1954,212
9.9251,10.3357,9.3077,5.2537,3.4154,4.7485,2.3689,1.4769,4.2026,1.7291,2.046,13.6681,3.164,14.5928,6.866,6.8997,357
7.6015,9.9961,11.3185,7.5931,5.7537,6.5543,3.5683,1.8136,3.6161,2.2216,2.6536,10.4943,3.6979,10.7166,6.4214,5.9795,352
7.5168,9.5469,10.9264,7.7366,6.0778,7.3243,3.9476,2.0771,3.6481,2.1089,2.403,10.2207,3.69,10.5908,6.3178,5.8674,385
7.1292,9.1191,10.5426,7.5548,6.06,7.3798,4.0746,2.2693,4.3504,2.7683,2.7518,9.7965,3.1038,9.9167,6.5506,6.6327,386
9.1279,9.3669,8.7181,5.4619,3.7381,5.0983,3.079,2.403,5.0901,2.4163,2.4984,14.2497,2.7342,13.5817,6.1548,6.2818,287
11.7744,11.7807,10.2338,5.3685,3.4535,4.7259,2.2314,1.0546,3.1885,1.0296,1.3175,13.796,2.8613,14.7159,6.585,5.8833,357
17.4249,14.8799,9.3666,3.6035,2.1193,2.5192,1.3435,1.028,2.6022,0.9646,1.108,16.056,2.0436,12.0043,6.2612,6.6751,292
9.0195,9.5206,8.9311,5.3,3.3154,4.8607,2.6629,2.016,5.4343,2.4865,2.6619,13.0833,3.1907,13.7226,6.7237,7.0708,213
6.4111,9.6698,12.8104,9.3547,7.3302,9.2009,4.6088,1.314,2.5078,1.2299,1.7412,10.2385,4.3709,10.605,4.5752,4.0316,332
8.9266,9.3918,8.5463,5.6347,3.3427,5.4055,3.7088,3.5328,6.5299,3.5976,3.4296,10.8812,3.2091,10.834,6.3171,6.7122,276
