@RELATION Edge_direction
@ATTRIBUTE a0 NUMERIC
@ATTRIBUTE a1 NUMERIC
@ATTRIBUTE a2 NUMERIC
@ATTRIBUTE a3 NUMERIC
@ATTRIBUTE a4 NUMERIC
@ATTRIBUTE a5 NUMERIC
@ATTRIBUTE a6 NUMERIC
@ATTRIBUTE a7 NUMERIC
@ATTRIBUTE a8 NUMERIC
@ATTRIBUTE a9 NUMERIC
@ATTRIBUTE a10 NUMERIC
@ATTRIBUTE a11 NUMERIC
@ATTRIBUTE a12 NUMERIC
@ATTRIBUTE a13 NUMERIC
@ATTRIBUTE a14 NUMERIC
@ATTRIBUTE a15 NUMERIC
@ATTRIBUTE a16 NUMERIC
@ATTRIBUTE a17 NUMERIC
@ATTRIBUTE a18 NUMERIC
@ATTRIBUTE a19 NUMERIC
@ATTRIBUTE a20 NUMERIC
@ATTRIBUTE a21 NUMERIC
@ATTRIBUTE a22 NUMERIC
@ATTRIBUTE a23 NUMERIC
@ATTRIBUTE a24 NUMERIC
@ATTRIBUTE a25 NUMERIC
@ATTRIBUTE a26 NUMERIC
@ATTRIBUTE a27 NUMERIC
@ATTRIBUTE a28 NUMERIC
@ATTRIBUTE a29 NUMERIC
@ATTRIBUTE a30 NUMERIC
@ATTRIBUTE a31 NUMERIC
@ATTRIBUTE a32 NUMERIC
@ATTRIBUTE a33 NUMERIC
@ATTRIBUTE a34 NUMERIC
@ATTRIBUTE a35 NUMERIC
@ATTRIBUTE a36 NUMERIC
@ATTRIBUTE a37 NUMERIC
@ATTRIBUTE a38 NUMERIC
@ATTRIBUTE a39 NUMERIC
@ATTRIBUTE a40 NUMERIC
@ATTRIBUTE a41 NUMERIC
@ATTRIBUTE a42 NUMERIC
@ATTRIBUTE a43 NUMERIC
@ATTRIBUTE a44 NUMERIC
@ATTRIBUTE a45 NUMERIC
@ATTRIBUTE a46 NUMERIC
@ATTRIBUTE a47 NUMERIC
@ATTRIBUTE a48 NUMERIC
@ATTRIBUTE a49 NUMERIC
@ATTRIBUTE a50 NUMERIC
@ATTRIBUTE class {207,0,154,164,118,172,184,190,203,108,127,152,13,61,155,192,173,37,109,58,125,7,63,186,112,157,168,123,89,174,88,153,117,166,195,94,90,133,151,130,113,150,64,161,126,87,11,17,10,121,171,85,19,177,159,66,65,60,140,95,197,187,12,158,1,92,129,59,180,208,26,175,178,194,181,3,25,62,170,8,185,110,179,160,165,93,107,199,114,169,128,135,14,162,16,134,124,18,206,163,81,132,111,205,188,91,198,5,139,102,84,131,204,9,119,193,202,247,338,346,209,213,353,334,337,254,292,289,336,349,232,294,325,351,347,230,355,216,320,301,282,283,348,297,272,343,212,357,352,385,386,287,332,276,354,340,341,237,211,234,333,242,278,273,335,339,217,330,248,344,256,215,345,329,280,231,350,239,324,285,315,233,286,298,383,293,243,379,295,241,387,288,210,240,259,364,279,214,384,296,291,342,281,300,299,246,274,235,328,356,250,275,380,277,382,321,449,551,498,587,391,553,550,670,585,409,588,545,552,415,482,634,408,405,513,514,671,481,451,584,567,497,484,527,414,548,453,549,445,599,635,448,563,456,389,561,586,480,559,488,582,555,494,577,493,547,442,544,454,420,439,562,598,452,455,546,492,560,583,388,447,390,658,444,443,403,450,393,486,490,496,483,446,392,489,491,542,394,495,458,487}
@DATA
13.8303,15.4838,12.8793,17.183,16.0009,10.9246,3.8331,9.8651,9.4827,12.5366,10.262,9.6733,13.4591,7.6176,11.1372,4.1575,6.4735,3.3292,6.5103,5.361,7.2438,9.6686,11.8698,8.853,6.958,8.8034,4.4859,1.6728,2.9878,1.5074,1.8105,10.0703,4.2541,10.46,4.935,4.4196,2.4248,2.2012,-3.0168,-1.895,1.8454,-4.3175,-2.8131,1.315,-1.4804,0.3031,8.2598,-5.8162,6.2059,-5.525,-0.5154,286
17.6181,13.3601,6.7787,11.897,15.5311,13.9946,6.2927,14.5277,16.2469,13.5449,6.6947,4.1622,5.7865,3.5948,9.5727,4.3937,12.1794,3.4833,10.3939,9.947,15.4175,13.6632,9.133,4.0373,2.6898,3.5948,1.8483,1.1373,3.0267,1.1866,1.4136,14.8577,2.3379,12.8785,5.9191,6.8586,-1.7543,-4.5302,-5.0957,-1.3475,0.905,-1.7465,-0.711,1.8894,-1.8401,0.227,13.4441,-12.5198,10.5406,-6.9594,0.9395,294
15.7147,11.841,6.0573,10.7595,14.5468,16.1148,9.0414,15.9244,12.1217,9.9357,6.2643,4.1995,5.8973,3.6076,9.3689,5.6689,15.4029,5.1087,13.4207,9.0038,10.6444,9.9026,8.2564,4.5226,2.5262,3.9052,2.4162,2.1986,5.0852,2.4452,2.5193,15.8834,3.0469,13.7913,6.3893,6.4673,-0.7418,-1.6462,-3.7338,-1.9964,1.379,-1.489,-0.2176,2.8866,-2.64,0.0741,13.3641,-12.8365,10.7444,-7.402,0.078,288
13.6481,14.0448,10.8027,16.2667,17.1286,12.6007,4.6844,10.8238,9.6494,11.2254,8.6628,7.6846,11.3716,6.7392,11.8541,4.5756,8.8372,4.291,8.6734,6.4355,7.874,9.4994,10.3388,7.0177,5.2649,7.1119,3.3944,1.6139,3.5323,1.7083,2.045,12.2348,3.6566,12.5664,6.2001,5.9415,1.6254,0.8394,-3.3211,-1.7528,1.847,-3.7175,-1.7805,1.9184,-1.824,0.3367,10.1898,-8.5782,8.9098,-6.3663,-0.2586,296
14.1309,11.8848,7.24,12.3186,16.1107,16.2049,8.0799,14.0302,10.4893,9.8764,7.0305,5.0447,7.0628,4.3792,10.4734,6.0552,14.2197,5.2323,11.7435,8.393,9.3195,9.7648,8.8737,5.4614,3.4229,5.0898,3.0764,2.6326,5.7325,2.9111,2.7686,13.6489,2.5801,12.3362,5.9136,6.468,0.4453,-0.8911,-3.4123,-2.0385,1.6669,-2.0134,-0.4438,3.0999,-2.8214,-0.1425,10.8803,-11.0688,9.7561,-6.4226,0.5544,285
11.3015,11.8049,9.2641,17.1931,20.8661,14.7111,4.9665,9.8928,7.458,8.6254,6.9885,6.2331,10.6565,6.5996,15.1218,5.3439,10.11,5.9714,9.8344,7.0575,6.1211,7.4039,7.9181,5.6746,4.0859,6.3106,3.1602,1.9921,5.2783,2.3425,2.5967,13.0516,3.7029,14.6215,7.5234,8.2165,1.2828,0.5142,-2.2435,-1.5887,2.2247,-3.1504,-1.1681,3.2862,-2.9358,0.2542,10.4549,-9.3487,10.9186,-7.0981,0.6931,347
16.0431,12.9367,7.3349,12.4963,16.1994,14.3145,6.6666,14.0085,13.7866,12.3508,7.2276,4.9984,6.496,3.9848,9.8837,4.5486,12.1045,4.2683,11.0446,9.3062,12.3302,11.7982,9.7941,5.098,3.3256,4.0988,2.1472,1.3988,3.5699,1.6619,1.8841,13.3371,2.7616,13.6418,6.7165,6.4362,-0.532,-2.0041,-4.6961,-1.7724,0.7732,-1.9516,-0.7484,2.1711,-1.908,0.2222,11.453,-10.5755,10.8802,-6.9253,-0.2803,202
17.9037,13.4889,6.6858,11.7125,15.312,13.9326,6.2376,14.7269,16.9593,14.2107,6.8579,4.184,5.5898,3.443,9.2283,4.3254,11.9217,2.9673,10.1985,10.1142,16.4892,14.7434,9.888,4.1679,2.7426,3.4208,1.7089,0.984,2.6519,0.9307,1.1121,14.3905,2.1209,12.0892,5.796,6.7639,-1.7458,-4.8554,-5.7201,-1.4253,0.6782,-1.7119,-0.7249,1.6679,-1.7212,0.1814,13.2784,-12.2696,9.9683,-6.2932,0.9679,294
13.0883,11.7065,7.8456,13.8209,17.9027,15.7004,7.2603,12.6752,9.7577,9.5342,7.106,5.4296,7.8356,5.2532,11.9295,5.9138,12.8103,5.2776,11.0134,8.1388,8.4448,9.1464,8.6723,5.5977,3.7989,5.463,3.2828,2.6736,5.7078,2.7238,2.6477,13.1421,2.8859,13.0371,6.1526,6.6236,0.7016,-0.4741,-3.0746,-1.7988,1.6641,-2.1802,-0.6092,3.0342,-2.984,-0.0761,10.4944,-10.2562,10.1512,-6.8845,0.471,232
13.4542,11.9255,8.0419,13.6081,17.1209,15.3816,7.4796,12.9882,9.9341,9.6182,7.1535,5.58,8.0261,5.3883,11.4587,5.864,12.6734,5.1633,11.1784,7.9622,8.5963,9.0885,8.7527,5.7173,3.9893,5.5101,3.2936,2.6344,5.4603,2.6778,2.6192,13.3538,2.7667,12.9184,6.1743,6.4474,0.4922,-0.3358,-3.0354,-1.728,1.5208,-2.2165,-0.6592,2.8259,-2.7825,-0.0586,10.7346,-10.5871,10.1517,-6.7441,0.2731,287
14.0742,12.4488,8.3233,13.1303,16.0892,14.5387,7.9095,13.4859,10.4941,9.9242,7.3023,5.4584,7.8593,5.248,10.6297,5.6818,11.604,5.6147,11.2929,8.8904,9.2044,9.5298,8.7747,5.5696,3.6263,5.3538,3.338,2.9646,6.0128,2.978,2.8277,11.5054,2.9375,11.9598,6.5003,6.9173,0.3254,-0.7551,-3.2051,-1.9433,1.7275,-2.0158,-0.3734,3.0482,-3.0348,-0.1503,8.6777,-8.5679,9.0223,-5.4595,0.417,291
14.9426,16.0798,12.9159,15.3746,13.8673,10.6004,4.9097,11.3099,10.0373,12.5511,9.7787,8.5331,10.9586,6.2155,8.3346,3.5821,8.6734,5.392,8.9332,7.0103,7.2745,9.4135,10.812,7.479,5.9077,6.9627,3.7136,1.8118,3.9154,2.5453,2.694,10.2635,3.6358,10.4081,6.7602,6.4029,2.139,1.3985,-3.333,-1.5713,1.055,-3.2491,-1.9018,2.1036,-1.3701,0.1487,7.5695,-6.6277,6.7723,-3.6479,-0.3573,387
13.2053,14.332,11.7236,16.3139,16.1945,12.0202,5.4756,10.7351,8.5709,10.2785,8.4062,7.507,10.8531,6.9904,10.8636,4.8179,8.9377,6.0054,9.3438,7.4255,6.9746,8.4526,8.9335,6.4592,4.8732,6.8176,3.7993,2.8052,5.2684,2.8135,3.0098,10.737,3.6233,11.0834,7.0377,7.3118,1.478,0.4809,-2.4743,-1.586,1.9444,-3.0183,-0.9941,2.4632,-2.4549,0.1963,7.7272,-7.1137,7.4601,-4.0457,0.2741,243
11.1148,11.5449,9.0066,16.5637,20.5336,14.9161,5.8716,10.4487,7.5434,8.1331,6.9043,5.7049,9.7908,6.6148,14.5316,5.9056,9.9118,6.4399,10.1415,8.3784,6.6595,7.7986,7.7584,5.7944,3.9159,6.2854,3.6119,3.1797,6.9263,3.0517,2.8484,11.3602,3.0244,12.8699,6.8763,8.0392,1.1391,-0.0402,-1.964,-1.8785,2.3695,-2.6735,-0.4322,3.7466,-3.8746,-0.2033,8.5118,-8.3358,9.8455,-5.9936,1.1629,347
12.0851,11.9948,9.0988,14.6151,18.0451,14.9075,7.4767,11.7768,8.6049,9.0044,7.6541,6.0373,8.6523,6.1367,12.2121,6.3922,10.5302,5.9609,10.2223,8.5927,7.3909,8.5016,8.4379,6.2637,4.4003,6.4144,4.1072,3.6509,6.9912,3.4312,3.0967,10.1896,3.0104,10.9373,6.1833,6.9933,1.1107,-0.0637,-2.1742,-1.8634,2.0141,-2.3072,-0.4563,3.3403,-3.56,-0.3345,7.0929,-7.1792,7.9269,-4.754,0.81,334
13.2854,11.437,7.01,13.7246,18.5829,16.4847,6.6937,12.7817,10.1542,9.7663,6.8035,4.8221,7.1867,4.3536,12.5877,6.2578,13.5962,4.97,11.147,8.355,9.0053,9.6859,8.6094,5.2533,3.2127,4.9975,2.465,1.5624,4.7261,2.1327,2.355,15.386,3.0423,14.9747,5.9047,6.6869,0.6806,-1.0765,-3.3561,-2.0406,1.7848,-2.5325,-0.9026,3.1637,-2.5934,0.2223,13.031,-12.3437,11.9324,-9.07,0.7822,342
12.4387,12.4383,9.2476,15.9578,18.9644,14.4144,5.5181,11.0207,8.7654,9.5363,7.5908,6.3594,10.0961,6.2718,13.3422,5.3623,10.4392,5.1493,9.9589,7.1284,7.2499,8.5915,8.9761,6.1868,4.3841,6.3392,3.2771,2.1042,4.8505,2.1139,2.2845,13.5649,3.3438,13.9233,6.2936,6.5165,1.3416,0.3846,-2.7893,-1.8027,1.9551,-3.0621,-1.1729,2.7463,-2.7366,0.1706,11.2804,-10.2211,10.5795,-7.6297,0.2229,296
13.0597,12.3921,8.8023,14.6038,17.8292,14.388,6.783,12.142,9.5148,9.427,7.3015,5.5905,8.5476,5.778,12.0158,5.598,10.6551,6.0183,10.7042,8.8492,8.3232,9.197,8.6537,5.8312,3.8615,5.6236,3.4265,3.0486,6.4461,2.9049,2.6427,11.8447,2.7507,12.2236,6.2962,6.9258,0.8738,-0.5433,-2.8225,-1.9697,1.7621,-2.1971,-0.3779,3.3975,-3.5412,-0.2622,9.202,-9.094,9.4729,-5.9274,0.6296,384
15.4534,13.4456,8.6319,12.9298,15.4786,13.296,7.1089,13.6559,12.0216,11.3249,7.5316,5.1972,7.3556,4.9565,9.9793,4.9754,10.4369,5.5604,10.9685,9.692,10.6032,10.9629,9.5455,5.4177,3.2606,4.4652,2.6074,2.3836,5.4745,2.4369,2.4307,11.5272,2.8725,12.0654,6.701,7.2458,0.3597,-1.4174,-4.1278,-2.1571,1.2046,-1.8578,-0.2238,3.0909,-3.0376,-0.0062,9.0965,-8.6547,9.1929,-5.3644,0.5448,349
13.9739,14.2778,10.8836,16.0197,16.7846,12.476,4.6295,10.9549,9.8531,11.4778,8.6751,7.483,10.9041,6.3723,11.2839,4.2603,9.2892,4.8611,9.2695,6.2706,7.775,9.4342,10.2334,6.5985,4.8052,6.2777,2.9814,1.2508,3.2503,1.5509,2.2355,12.9911,3.9306,13.8052,6.7304,6.1498,1.6592,0.7992,-3.6349,-1.7933,1.4725,-3.2963,-1.7306,1.9995,-1.6994,0.6846,10.7556,-9.0605,9.8746,-7.0748,-0.5806,248
14.0476,16.3205,13.8218,17.4366,15.4737,10.1608,3.2534,9.4856,9.4339,13.471,11.1111,10.3581,13.8776,7.6466,10.3621,3.6413,5.9545,3.3552,6.0832,4.7054,6.7096,9.9637,12.9917,9.4234,7.3612,8.9606,4.5069,1.3226,2.5978,1.3189,1.751,9.8659,4.1741,10.2807,4.6311,4.1409,3.2541,3.028,-3.5683,-2.0622,1.5994,-4.4537,-3.1843,1.2752,-1.2789,0.4321,8.1149,-5.6918,6.1066,-5.6496,-0.4902,332
16.0769,13.06,7.4866,12.5708,15.9033,14.1132,6.6867,14.1026,13.4804,12.0707,7.0941,4.9977,6.6576,4.0626,9.7699,4.531,12.1197,4.562,11.4214,9.2329,11.919,11.3969,9.4208,4.9081,3.1852,4.1141,2.1093,1.4203,3.6708,1.7411,2.0051,13.8402,2.9038,14.1469,6.769,6.4492,-0.5221,-1.9761,-4.5127,-1.7229,0.9289,-2.0048,-0.689,2.2505,-1.9297,0.264,11.8351,-10.9364,11.2431,-7.3779,-0.3198,202
15.7432,12.5117,6.9358,12.3699,16.1836,15.0165,7.0093,14.2299,13.4955,11.8239,6.8907,4.7446,6.5136,4.1151,10.056,4.9446,13.1003,3.9552,11.3286,9.0319,12.4789,11.6655,9.2731,4.8317,3.162,4.2581,2.3249,1.4281,3.4376,1.4044,1.7052,15.0863,2.7848,13.6849,6.3921,6.0827,-0.8134,-2.3924,-4.4414,-1.6697,1.0961,-1.9332,-0.8968,2.0095,-2.0332,0.3008,13.3811,-12.3015,10.9001,-7.2928,-0.3094,348
14.3397,14.0594,10.2629,15.227,16.4388,12.6239,5.339,11.7094,10.2844,11.1894,8.1984,6.7222,9.8567,5.7804,10.5676,4.2844,9.8597,5.5794,10.2919,7.3856,7.9151,9.2649,9.5319,5.9773,4.3379,5.5695,2.8104,1.3797,3.6574,1.7872,2.3312,13.4297,3.9206,14.0345,7.0829,6.9699,1.3498,0.267,-3.5546,-1.6394,1.2316,-2.7591,-1.4307,2.2777,-1.8702,0.544,11.0985,-9.5091,10.1139,-6.9516,-0.113,340
14.0744,14.3263,10.8575,15.8084,16.6612,12.4803,4.7429,11.0491,9.9619,11.4871,8.6114,7.2735,10.5227,6.1569,11.0238,4.2099,9.5164,5.1155,9.4703,6.6505,7.8716,9.5692,10.1646,6.4563,4.6806,5.9869,2.8757,1.3973,3.6593,1.8212,2.3853,12.5908,3.6813,13.4033,6.9513,6.5053,1.6976,0.5954,-3.7083,-1.7757,1.3063,-3.1112,-1.4784,2.262,-1.8381,0.5641,10.2055,-8.9095,9.722,-6.452,-0.446,248
12.5898,10.0877,5.8289,12.1779,17.4173,18.434,9.2097,14.2547,9.0638,7.7809,6.1041,4.1087,6.7326,4.4824,11.9721,7.4252,16.7224,5.154,12.8341,7.6197,8.0791,7.8787,6.7833,4.614,2.6978,5.1343,3.385,2.8877,6.2402,3.1814,3.1933,17.5762,2.7856,14.3916,5.2423,5.9295,-0.2004,-1.0954,-2.1693,-1.9162,2.4365,-1.7493,-0.4973,3.3525,-3.0588,0.0119,14.3829,-14.7906,11.606,-9.1493,0.6872,337
13.5111,12.7149,9.1134,14.6496,17.2545,14.1439,6.5369,12.0757,9.8844,10.1329,7.4803,6.0818,8.9455,5.8569,11.5793,5.3087,10.8626,5.3811,10.4635,8.0231,8.5306,9.2134,8.9213,5.8522,4.2351,5.8014,3.3516,2.582,5.2727,2.54,2.54,12.1014,2.9024,12.5544,6.6541,6.9473,0.6828,-0.2921,-3.0691,-1.6171,1.5663,-2.4498,-0.7696,2.6907,-2.7327,0.0,9.5614,-9.199,9.652,-5.9003,0.2932,339
14.6175,15.782,12.7127,15.6443,14.3321,10.9243,4.8347,11.1524,9.7246,12.1797,9.6175,8.4976,11.1234,6.336,8.7214,3.7738,8.7338,5.4285,8.7502,7.1134,7.2355,9.3204,10.6582,7.5608,6.014,7.3851,4.0463,2.1206,4.0995,2.6173,2.6828,9.9528,3.2095,10.0017,6.5097,6.5858,2.0849,1.3378,-3.0974,-1.5468,1.3711,-3.3388,-1.9257,1.9789,-1.4822,0.0655,7.27,-6.7433,6.7922,-3.492,0.0761,386
13.9732,12.7779,8.8145,14.2161,17.1554,14.2155,6.4936,12.3538,10.5564,10.6317,7.4278,5.7476,8.3052,5.373,11.3316,5.152,11.1165,5.3882,10.6013,8.3687,9.1547,9.834,9.1259,5.6059,3.9564,5.2571,3.0241,2.2529,5.1446,2.4,2.4514,12.3902,2.9131,12.9356,6.5935,6.9606,0.6793,-0.7081,-3.52,-1.6495,1.3007,-2.233,-0.7712,2.8917,-2.7446,0.0514,9.9388,-9.4771,10.0225,-6.3421,0.3671,339
11.2175,11.7052,9.2195,16.584,20.1936,14.6725,5.9592,10.4484,7.5849,8.2312,6.9947,5.8674,9.8538,6.6708,14.2036,5.9198,9.6901,6.4806,10.135,8.3682,6.6268,7.7447,7.7578,5.7948,4.0217,6.3375,3.7185,3.244,6.86,3.1135,2.8546,11.2043,3.0944,12.6218,6.9284,8.0772,1.1179,0.0131,-1.963,-1.7731,2.3158,-2.619,-0.4745,3.616,-3.7465,-0.2589,8.3497,-8.1099,9.5274,-5.6934,1.1488,347
12.8984,11.4431,7.5216,14.4798,18.93,15.9668,6.4923,12.268,9.6785,9.4159,6.8203,5.461,8.1888,5.0812,12.8776,5.6505,13.1277,5.0357,11.1381,7.5247,8.317,8.8093,8.5852,5.5874,3.9092,5.3855,2.924,1.8996,4.6507,2.1382,2.405,14.6609,2.8841,14.8185,6.4378,6.5875,0.4923,-0.2241,-2.9978,-1.6782,1.4763,-2.4615,-1.0244,2.7511,-2.5125,0.2668,12.2559,-11.7768,11.9344,-8.3807,0.1497,354
15.2283,13.0602,8.4761,12.8266,15.4245,13.7512,7.5598,13.6734,12.0966,11.2781,7.3884,5.3374,7.4933,5.2126,10.0352,5.1876,11.0624,4.9454,11.0969,8.8661,10.8624,10.8482,9.3372,5.3178,3.5494,4.8449,3.0198,2.6201,5.1772,2.3643,2.391,11.6777,2.7709,12.2935,6.369,6.5567,-0.0142,-1.511,-4.0194,-1.7684,1.2955,-1.8251,-0.3997,2.5571,-2.8129,0.0267,9.2867,-8.9068,9.5226,-5.9245,0.1877,85
14.7336,17.6071,15.199,15.3375,12.5892,9.5288,4.6434,10.3614,9.552,13.6918,11.9252,10.2383,11.3843,6.4626,7.0565,3.3809,7.6963,4.9574,7.3864,6.2683,6.0354,9.6282,12.7666,9.1804,7.4931,7.5272,4.1475,2.2398,4.2706,2.9069,2.7656,7.8256,3.4954,7.9967,6.0389,5.6821,3.5928,3.1384,-3.5862,-1.6873,0.0341,-3.3797,-1.9077,2.0308,-1.3637,-0.1413,5.06,-4.3302,4.5013,-1.9578,-0.3568,345
12.815,12.0235,8.7637,13.3169,16.4527,14.799,8.7942,13.0349,9.5166,9.2561,7.8581,5.5184,8.2978,6.0474,11.0264,6.546,10.7567,5.7413,10.5583,8.8768,8.5566,9.0562,8.3823,5.9346,3.6814,6.0931,4.2711,3.999,7.244,3.7626,3.3235,10.4291,2.8767,10.5767,5.6982,6.1149,0.4996,-0.6739,-2.4477,-2.2532,2.4117,-1.822,-0.2721,3.245,-3.4814,-0.4391,7.1056,-7.5524,7.7,-4.8785,0.4167,158
13.6022,14.6931,12.2832,15.1686,14.2895,11.5328,6.9612,11.4693,9.105,10.6454,9.0533,8.081,10.6172,7.1163,9.4124,5.2888,8.4914,5.5083,8.7795,7.9015,7.5462,8.8853,9.6707,7.4895,6.0648,7.6733,5.0296,4.0496,5.9599,3.4652,2.9639,7.6006,2.7163,7.7081,6.1926,6.9845,1.3391,0.7854,-2.1812,-1.4247,1.6085,-2.6437,-0.98,1.9103,-2.4947,-0.5013,4.6367,-4.8843,4.9918,-1.5155,0.7919,234
14.1025,16.3753,13.8278,17.5187,15.4706,10.1078,3.1208,9.4766,9.4058,13.4712,11.0421,10.3768,13.9342,7.6769,10.3751,3.5859,5.9274,3.3857,6.1052,4.7139,6.7107,9.8481,12.8675,9.2671,7.2356,8.9771,4.5038,1.2515,2.5046,1.2839,1.8167,10.1033,4.2833,10.4621,4.7126,4.172,3.1374,3.0194,-3.6004,-2.0315,1.7415,-4.4733,-3.2523,1.2531,-1.2207,0.5328,8.2866,-5.82,6.1788,-5.7495,-0.5406,332
11.9892,12.0283,8.5902,14.9531,19.0918,15.0528,6.5961,11.6986,8.597,8.8953,7.5775,5.4012,8.4367,5.3175,12.7649,6.0861,10.4242,6.6857,10.7033,9.1106,7.5938,9.0687,8.6669,6.0728,3.5561,5.968,3.4798,3.1447,7.3315,3.4786,2.9665,11.3075,2.604,12.1774,5.8723,6.7115,1.4749,-0.4018,-2.5941,-2.5167,2.4119,-2.4882,-0.3351,4.1868,-3.8529,-0.5121,8.341,-8.7035,9.5734,-6.3051,0.8392,231
12.6178,12.3205,8.8851,15.5132,18.968,14.753,5.6586,11.2839,9.1619,9.8696,7.6487,6.0875,9.2255,5.6565,12.901,5.353,10.8554,5.4669,10.1331,7.6408,7.7121,9.0728,9.0715,6.1192,4.1572,6.0618,3.2509,2.0008,4.9317,2.4017,2.579,13.374,3.078,13.7521,6.066,6.3713,1.3607,-0.0013,-2.9523,-1.962,1.9046,-2.8109,-1.2501,2.9309,-2.53,0.1773,10.795,-10.296,10.6741,-7.6861,0.3053,333
12.4456,13.2973,10.6547,16.5386,17.9171,13.082,5.4541,10.6107,8.0933,9.3284,7.7156,6.7323,10.5913,6.7045,12.2936,4.9681,9.4081,6.3333,10.1008,7.7308,6.5607,7.9528,8.3983,5.9876,4.3708,6.2202,3.2807,2.5072,5.6374,2.7194,2.8281,11.821,3.6857,12.6806,7.4578,7.8918,1.3921,0.4455,-2.4107,-1.6168,1.8494,-2.9395,-0.7735,3.1302,-2.918,0.1087,8.9929,-8.1353,8.9949,-5.2228,0.434,293
13.3495,12.9823,9.5502,15.9339,17.9398,13.5637,5.4029,11.2778,9.6324,10.0185,7.4714,6.4519,10.5664,6.4539,12.805,5.0168,9.7183,4.9167,10.0486,6.9001,8.3553,8.8645,8.7303,5.7573,4.0454,6.0411,3.0767,1.7836,4.0396,1.6585,2.2364,13.5796,3.4769,14.747,6.7939,6.8139,0.5092,-0.1342,-2.973,-1.7119,1.9957,-2.9644,-1.2931,2.256,-2.3811,0.5779,11.3432,-10.1027,11.2701,-7.9531,0.02,273
14.6774,14.0371,9.9682,14.702,16.3658,12.9218,5.4015,11.9262,11.1481,12.1298,8.453,6.6754,9.1671,5.545,10.419,4.2891,10.1387,4.7412,9.6184,7.6753,9.2586,10.6919,10.5017,6.3181,4.5034,5.5329,2.8387,1.7067,3.9415,1.9875,2.2227,12.1054,3.2145,12.4103,6.5821,6.1839,1.4333,-0.1902,-4.1836,-1.8147,1.0295,-2.6942,-1.132,2.2348,-1.954,0.2352,9.8827,-8.8909,9.1958,-5.8282,-0.3982,209
13.9385,12.6873,8.6158,13.0566,15.6748,14.5355,8.0661,13.4254,10.1536,9.9403,7.7803,5.6946,8.144,5.1598,10.2365,5.8822,11.394,5.777,10.9681,8.8695,8.972,9.6633,9.1042,5.9728,3.8075,5.6803,3.6304,3.1908,6.2837,3.3446,3.0643,10.5623,2.8195,10.7991,6.2847,6.8205,0.6913,-0.5591,-3.1314,-2.1653,1.8728,-2.0499,-0.4396,3.0929,-2.9391,-0.2803,7.498,-7.7428,7.9796,-4.5144,0.5358,281
16.0925,12.1675,6.179,11.5264,15.6046,15.6061,7.6049,15.219,13.8376,11.5601,6.34,4.2245,5.6867,3.461,9.6157,5.0524,14.8972,3.7306,12.801,8.7929,12.8313,11.7379,9.4159,4.447,2.6908,3.6113,1.8275,1.1183,3.1711,1.1575,1.4057,17.4216,2.5956,15.099,6.0084,5.461,-1.0934,-2.322,-4.9689,-1.7562,0.9205,-1.7838,-0.7092,2.0528,-2.0136,0.2482,16.0159,-14.826,12.5034,-9.0906,-0.5474,283
13.1223,12.584,9.0461,14.7979,17.7533,14.1276,6.5636,12.0051,9.4449,9.4687,7.3051,5.6522,8.7443,5.8054,12.0126,5.518,10.4235,6.1214,10.6791,8.825,8.2428,9.1304,8.648,5.7724,3.8378,5.5176,3.2582,2.9236,6.3438,2.9089,2.653,11.7468,2.8778,12.3118,6.582,7.2451,0.8876,-0.4824,-2.8756,-1.9346,1.6798,-2.2594,-0.3346,3.4202,-3.4349,-0.2559,9.0938,-8.869,9.434,-5.7298,0.6631,384
16.2098,13.391,7.8199,12.7119,15.645,13.6084,6.5634,14.0506,13.4684,12.2091,7.2262,4.9016,6.8243,4.1705,9.793,4.6676,11.118,4.5884,11.3649,9.668,11.9761,11.7276,9.5124,4.8608,2.9901,4.1766,2.1891,1.4353,4.0503,1.6434,1.9218,13.8637,2.9148,14.1621,6.252,6.3238,-0.2485,-2.2152,-4.6516,-1.8707,1.1865,-1.9875,-0.7538,2.615,-2.4069,0.2784,11.9419,-10.9489,11.2473,-7.9101,0.0718,330
15.0012,14.1445,9.7978,14.8554,16.6328,12.7937,4.9037,11.871,12.3112,13.3217,9.0287,7.0361,9.8239,5.737,10.9705,4.2044,8.8554,3.04,8.5951,7.0759,10.6031,12.3895,12.2378,6.9998,4.8816,5.8866,2.7763,1.0433,2.6605,0.7938,1.1138,12.5869,3.1749,12.7892,5.1192,4.9438,1.7864,-0.1517,-5.238,-2.1182,1.005,-3.1103,-1.733,1.6172,-1.8667,0.32,11.4731,-9.412,9.6143,-7.67,-0.1754,300
12.7261,12.228,8.7155,15.7341,19.3221,14.9735,5.2338,11.067,9.4077,10.1991,7.5903,6.2681,9.655,5.6907,13.5203,5.2652,11.2512,4.7014,9.6221,6.8288,8.0814,9.3657,9.4596,6.1925,4.422,6.1391,3.0805,1.5144,3.9655,1.8733,2.2227,14.1297,3.2379,14.1176,6.0123,6.1858,1.2843,0.0939,-3.2671,-1.7705,1.7171,-3.0586,-1.5661,2.4511,-2.0922,0.3494,11.907,-10.8918,10.8797,-8.1053,0.1735,333
