@relation Gabor_Edge_LDA

@attribute a0 numeric
@attribute a1 numeric
@attribute a2 numeric
@attribute a3 numeric
@attribute a4 numeric
@attribute a5 numeric
@attribute a6 numeric
@attribute a7 numeric
@attribute a8 numeric
@attribute a9 numeric
@attribute a10 numeric
@attribute a11 numeric
@attribute a12 numeric
@attribute a13 numeric
@attribute a14 numeric
@attribute a15 numeric
@attribute a16 numeric
@attribute a17 numeric
@attribute a18 numeric
@attribute a19 numeric
@attribute a20 numeric
@attribute a21 numeric
@attribute a22 numeric
@attribute a23 numeric
@attribute a24 numeric
@attribute a25 numeric
@attribute a26 numeric
@attribute a27 numeric
@attribute a28 numeric
@attribute a29 numeric
@attribute a30 numeric
@attribute a31 numeric
@attribute a32 numeric
@attribute a33 numeric
@attribute a34 numeric
@attribute a35 numeric
@attribute a36 numeric
@attribute a37 numeric
@attribute a38 numeric
@attribute a39 numeric
@attribute a40 numeric
@attribute a41 numeric
@attribute a42 numeric
@attribute a43 numeric
@attribute a44 numeric
@attribute a45 numeric
@attribute a46 numeric
@attribute a47 numeric
@attribute a48 numeric
@attribute a49 numeric
@attribute a50 numeric
@attribute a51 numeric
@attribute class {0,1,3,5,7,8,9,10,11,12,13,14,16,17,18,19,25,26,37,58,59,60,61,62,63,64,65,66,81,84,85,87,88,89,90,91,92,93,94,95,102,107,108,109,110,111,112,113,114,117,118,119,121,123,124,125,126,127,128,129,130,131,132,133,134,135,139,140,150,151,152,153,154,155,157,158,159,160,161,162,163,164,165,166,168,169,170,171,172,173,174,175,177,178,179,180,181,184,185,186,187,188,190,192,193,194,195,197,198,199,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,230,231,232,233,234,235,237,239,240,241,242,243,246,247,248,250,254,256,259,272,273,274,275,276,277,278,279,280,281,282,283,285,286,287,288,289,291,292,293,294,295,296,297,298,299,300,301,315,320,321,324,325,328,329,330,332,333,334,336,337,338,339,340,341,342,343,344,345,346,347,348,335,349,350,351,352,353,354,355,356,357,364,379,380,382,383,384,385,386,387,388,389,390,391,392,393,394,403,405,408,409,414,415,420,439,442,443,444,445,446,447,448,449,450,451,452,453,454,455,456,458,480,481,482,483,484,486,487,488,489,490,491,492,493,494,495,496,497,498,513,514,527,542,544,545,546,547,548,549,550,551,552,553,555,559,560,561,562,563,567,577,582,583,584,585,586,587,588,598,599,634,635,658,670,671}

@data
-12.487887,-6.81116,0.306725,-0.256002,-1.223354,-6.46978,0.32015,-0.117485,-0.440848,0.903995,-1.238031,0.53815,2.492124,0.285885,0.131386,-0.411969,-2.913683,-1.318869,0.664159,2.668793,0.377746,2.841157,1.466487,-2.198045,1.608522,2.358289,0.364033,2.263275,0.095851,-1.159536,-3.385624,-2.163082,-2.632232,-1.458614,0.893629,1.088303,1.134552,2.009518,-0.301651,1.729584,0.170737,0.58135,0.33874,-0.265514,-0.351302,0.297443,-0.21526,1.139478,-1.179296,-0.444277,-0.731708,1.066428,348
-0.199334,5.155381,5.380154,1.382961,3.483996,-1.756485,5.415466,2.636248,-3.629912,0.877001,1.855015,1.438013,4.988873,-0.464792,-1.242536,5.070832,3.31869,1.105201,-0.166851,-3.163743,-2.101537,-0.072997,1.489355,-1.748286,0.28166,1.282087,-2.547608,1.603926,0.820615,1.054864,3.420958,0.301638,-0.05098,0.839969,-0.576566,-0.308481,-0.855579,3.436225,1.488351,-1.913151,0.863962,0.621735,0.562125,-1.276903,1.266667,1.987598,-2.176718,0.884352,0.699645,0.637991,0.42253,-0.049899,333
0.03009,1.944321,-5.076315,-2.56385,3.927935,1.036363,-3.1902,2.87674,5.471725,0.700515,-5.675757,-2.367896,2.181351,-2.892592,0.378737,2.663634,-3.279365,0.729967,-3.923388,1.964409,-0.648008,2.358707,-2.6126,1.725519,0.105317,1.065168,-0.461304,-1.799805,0.626727,-3.264025,2.757088,-1.588887,-0.413847,0.013896,-0.28615,-1.40422,0.867802,1.685938,0.003491,-0.783718,1.131409,-0.33864,-0.059955,-0.09252,-0.56994,1.317648,-0.377739,0.357972,-0.37155,-1.321038,0.702904,0.909601,334
3.380784,2.969731,-0.09831,-1.674382,-4.906481,-0.281678,0.751895,-1.261635,4.401647,-2.599967,-1.101549,-0.027128,2.421695,1.160399,0.045092,-3.44693,2.902562,0.883249,-2.313652,-1.414549,-0.118579,-0.607326,-2.188818,0.430714,0.920549,-1.050125,-0.159825,-3.927484,-1.370273,-1.287313,-0.420507,-0.235868,0.433622,-3.096681,-0.355049,0.234462,0.153267,0.275152,-0.776849,-0.646512,-0.359889,1.136358,-0.71885,1.163956,-2.145819,1.320519,0.048405,0.345593,-0.538483,-0.6669,0.691736,-0.12315,335
-4.745934,-0.585369,3.961225,0.623923,0.981839,2.437592,4.300391,2.87144,-1.193708,1.99248,0.195953,2.181796,3.031706,-0.370959,3.688755,1.731991,-1.463634,6.307357,-4.31211,-2.875137,3.837967,-2.942582,-1.582568,-3.172627,0.747041,2.005474,4.825959,2.421855,1.672127,1.088443,1.605014,-1.702669,2.454349,-0.526906,0.353489,-2.094346,3.311869,-0.018519,-0.123361,2.111767,-1.086019,-0.028245,1.75086,-0.992584,2.200276,-0.915973,0.64584,-1.316268,0.597301,2.003857,-0.214064,-2.238844,336
-9.725338,-8.084785,-17.543117,24.711736,-13.25093,1.770177,8.140033,6.72996,2.111166,-3.66191,-6.372595,0.067927,2.591957,-5.676428,-0.90568,4.676092,4.531452,-3.227167,5.193245,-4.060554,-0.052981,-0.667643,-0.749079,-0.474814,0.731691,-2.557357,-0.950718,0.654772,-2.976321,-2.399635,-0.147471,1.709379,2.349489,-0.449184,-2.045348,-1.678338,-0.147748,1.743509,-0.530459,-0.180753,-1.780282,-0.336713,1.040726,-0.027116,1.102315,-0.540547,1.33178,2.034159,0.714362,1.118084,-1.571067,1.046179,337
6.70884,1.222181,-1.607669,-2.32287,-3.950931,1.605633,-1.740675,1.410789,-1.937588,5.143704,-4.843312,5.894761,0.077082,-0.404901,2.660892,-0.108709,0.146617,1.620915,3.302806,5.39522,-0.013243,-0.039529,5.388441,-0.951078,1.854106,0.082324,-0.416885,-3.620529,1.437479,3.397532,0.230184,3.535632,2.01093,-2.07637,0.023407,0.259362,1.810199,0.101848,0.488558,-1.12117,-0.694139,-2.893795,-0.072426,0.622286,1.625776,0.165472,-2.209802,-1.357385,-2.236698,-1.424279,0.416417,0.122848,338
-2.924622,1.099357,0.358159,-1.054977,2.417196,-1.083526,-2.390231,1.085514,1.384857,-1.395451,-0.985163,-0.423409,-0.380618,0.532946,0.107265,-1.370449,1.0986,-1.897499,-1.856405,0.44032,-1.717201,0.862946,0.408629,0.516502,1.353322,-0.979698,-0.080459,1.549116,-2.0146,0.831569,-0.101345,0.50334,1.033397,0.114507,1.919036,-1.503175,-1.748808,-0.340205,0.546557,2.208293,1.962458,1.009348,-0.242141,-0.152419,1.096846,-0.509585,-0.326458,0.106796,1.665696,-1.303282,0.204085,-0.060291,339
-1.550998,1.685897,-1.727143,-1.800428,-4.997819,1.675174,-3.000884,0.030082,-2.011705,0.830092,-2.793905,4.28443,2.624479,3.384094,-1.096048,-1.671525,2.61524,0.707999,-4.567655,-3.409166,0.317305,2.56074,0.353276,1.068197,0.882338,-4.324767,-1.576395,1.439268,1.581685,-2.159384,-0.272215,-1.784011,2.672022,-0.006454,0.309294,0.925985,1.335603,-0.855895,-0.491716,-1.763509,-1.72381,-1.535536,0.49422,-0.39508,0.377948,0.351795,-0.357607,0.628579,0.53682,0.16372,0.198842,0.118296,340
6.459493,1.825565,4.75172,-0.885074,-5.192884,0.058653,1.151742,1.152448,-0.151843,-3.101431,3.240044,-5.856763,-1.069276,0.26805,1.215525,0.753564,1.293624,2.385805,-0.485505,1.540424,-0.742846,-1.390242,0.993053,-2.362694,1.617668,0.137274,0.956868,-0.640785,0.950501,-0.855407,1.395021,0.228156,-0.094544,-1.177659,-0.651571,1.079736,0.3469,-0.215658,-0.051642,-1.458458,0.314558,0.078028,1.085231,-0.191117,0.297605,-0.274315,0.577154,-0.098342,-0.076822,1.235629,-0.677831,-2.68384,341
-6.600177,1.790194,1.418628,2.025684,1.789648,-5.295966,6.942571,5.897924,-4.031892,6.645461,1.168436,3.004859,-2.834813,3.344089,1.489692,2.839828,0.16944,-4.147601,-0.65486,-0.363715,-2.246957,-0.729886,0.279103,-0.279997,0.869517,-1.717859,0.951639,0.302256,1.821623,-1.413627,-0.570049,-0.657088,-3.898916,-0.772687,-0.257235,1.329578,0.829567,0.690665,0.83675,1.219095,1.036938,-1.513888,-1.100167,0.485225,-0.573577,0.376193,0.827844,0.152486,-0.703913,0.476666,1.897495,1.928886,342
-1.998973,6.042134,-3.929551,-0.744497,0.79689,-0.915247,-5.634686,-1.435552,-1.897353,0.87381,-1.095694,3.391287,-4.218714,-0.983078,-1.869595,0.622265,-1.285571,1.972152,0.492887,1.664175,-0.250654,-0.36028,-0.073286,0.538834,1.147085,1.606529,0.928885,-1.574007,-1.330503,-0.449645,-0.411746,-0.152033,-1.269452,-0.028467,-2.694213,-1.002639,2.277639,1.026145,1.126077,-0.391693,-0.276567,1.722587,-1.224014,0.023344,0.052321,-0.263706,-0.889262,-0.861657,-0.200898,1.434067,0.039279,-0.625417,343
10.780801,-3.808551,0.367475,-1.051106,-1.989319,0.299077,1.495094,-2.642211,-4.179573,-2.233,-5.105732,-2.811971,-2.344561,1.880838,-0.420904,3.017916,-4.059381,-3.723617,0.159158,0.444566,-1.128052,-0.773778,1.694078,-0.357209,-3.798051,1.138313,0.522064,0.896099,-0.044012,0.722306,-3.228834,-2.232975,1.265569,-2.466871,1.138827,1.601718,-0.069085,2.133718,-0.901976,0.586558,-0.522568,1.943987,-1.710514,-1.810353,0.698297,0.256963,-0.214923,0.184246,-0.302711,0.01827,1.267097,-0.060175,344
27.043393,-18.972537,-18.843895,-5.449196,11.916706,0.773363,8.810248,1.239351,10.115041,4.465282,-0.112304,1.718316,-5.352706,-3.835902,-0.274684,0.486843,0.829421,1.598817,-1.841091,-3.987568,-1.837881,1.686216,1.863951,-0.31119,-0.606828,4.713689,1.756235,-2.239555,-2.756155,-1.976812,2.517496,-1.238991,1.503514,1.319233,1.247378,-0.222484,0.425282,1.82083,1.792591,0.033852,0.924446,0.981694,0.578026,0.246711,0.211816,0.658402,-0.756059,-0.536525,-0.675565,-0.730938,-0.098045,-1.057932,345
12.79728,-6.134241,10.34334,11.751958,6.325156,-2.205091,-3.356645,-8.294965,-4.476727,-6.356293,-1.049226,5.399768,-1.826875,-4.459504,7.02896,1.30283,1.292422,-0.260799,-5.662869,1.798942,-3.822345,2.385624,0.266976,-1.21014,-3.216333,1.646447,-2.857951,-0.583677,0.472337,0.983486,0.512878,0.214986,-0.424915,1.450006,-0.002335,1.34072,-0.842488,-0.578759,-1.324404,1.777731,-1.352961,0.11834,1.883038,0.850209,0.349041,-0.112056,-0.617115,-1.162183,0.010618,-1.603819,-0.819908,1.286192,346
-0.085183,8.427572,2.070918,-0.957117,2.521684,-4.906488,1.891473,1.528255,1.830869,-2.081007,-5.246758,-0.995474,4.53658,-3.014928,-0.201922,-4.826765,2.540213,-0.059355,0.411714,4.268033,-1.30215,-0.383513,-1.760064,-2.681279,2.339701,-0.720393,1.891201,0.789624,-0.865673,0.279992,-2.093522,-0.523254,1.41716,-1.256417,-1.74985,1.540117,-1.578837,-0.436377,-0.44403,-1.218215,-0.29756,0.804801,0.63102,0.23788,-0.657541,-0.662202,1.007606,-2.333817,-1.007999,0.766354,0.515784,0.74877,347
-13.23998,-9.485706,0.950568,0.377532,-2.141008,-6.522592,-0.843099,-0.845945,-1.118027,1.014167,-0.568831,1.996797,0.928443,-1.300471,-0.83584,0.115315,-1.968298,-1.677882,1.264624,3.00924,-0.230532,4.80345,1.027756,-1.472931,1.57703,2.18772,1.114843,1.12232,-0.505505,-1.757088,-0.935863,-2.555693,-2.244067,-3.516869,0.492271,0.752308,1.703085,2.500918,0.255877,1.088599,0.675069,1.037128,0.05701,-0.753817,0.974209,-0.627371,-0.593227,0.843878,0.656905,-0.385099,-0.122699,0.19168,348
15.566736,0.336468,4.911295,8.505932,-1.694088,2.590372,3.312436,4.34322,-6.739479,-1.340657,-1.016757,-5.667939,1.378454,-3.391231,4.693075,2.207375,-1.547488,5.53801,-0.5386,2.83865,-2.042892,-2.511481,-2.87351,2.711997,-0.551053,0.844312,-0.048043,-0.144035,-1.487454,-0.957913,-0.649048,-2.05089,-0.39166,-1.688098,1.095311,3.404119,0.416592,-0.087579,0.417162,-0.95496,3.042026,-0.719484,-0.297459,-1.30055,0.879895,-1.92361,-1.434102,-0.657042,0.345163,-1.109963,-0.964188,-0.773078,332
-2.524372,3.38929,2.53716,-0.054949,3.292556,-2.713565,4.63152,1.40621,-5.021833,0.83209,1.097478,1.010799,5.419611,-1.380476,-2.788189,4.985091,4.134274,3.539751,-1.682009,-3.170298,-1.029439,-0.144487,3.290162,-2.035198,0.979474,3.34214,-1.794498,2.943209,0.890888,0.140064,3.813409,2.077445,0.422392,3.40031,-2.525682,1.097712,-3.201451,3.297157,0.395454,-1.624278,-1.107014,1.542037,1.346149,0.561192,-0.057649,0.906832,-0.28057,1.315367,1.513152,0.516004,0.88104,-1.895796,333
-0.419012,1.743011,-3.083513,-2.764025,3.814613,1.067481,-4.070852,1.873537,3.549393,1.574052,-3.977404,-2.267038,3.768382,-3.422665,0.806694,1.360923,-0.270006,-1.446891,-3.769257,1.848754,0.280429,2.641545,-0.893404,-0.891467,-1.2605,0.962866,-0.297012,0.900198,-0.109507,-2.386728,1.962288,-1.841183,0.343507,-1.356766,-1.249713,0.473171,1.731835,2.191677,-0.97541,-2.047185,1.341066,1.841525,-0.437777,-0.557731,-0.645113,0.184746,-2.766468,-0.961132,-0.199732,1.200861,0.578569,0.124062,334
3.20459,3.904203,-0.41087,-1.64583,-3.920844,0.252383,-0.175804,-0.583138,5.772288,-2.221438,-1.836149,1.162871,1.611753,1.287218,0.263987,-3.705389,0.889373,0.943106,-2.720042,0.221903,0.546097,-1.566834,-2.379115,0.552034,0.503923,-2.360166,-0.080686,-2.01035,-1.734006,-0.706174,0.426904,-1.018117,1.148253,-1.364088,0.855297,0.407435,-2.452966,0.841473,-1.298533,0.775397,-1.043709,0.575834,-0.476657,1.766205,-1.343795,0.167532,1.668034,0.90263,-1.367555,-0.151124,-0.782288,0.78624,335
-4.873971,-0.276192,6.510441,0.38029,2.415104,4.338742,4.207116,3.705126,-1.648564,2.893883,0.740552,1.693203,2.48756,-0.490195,3.365201,3.635301,-1.877713,7.493033,-4.939757,-1.123798,1.797059,-3.586757,-3.467546,-2.888456,-1.998553,2.843747,4.070441,2.553687,1.051408,0.845168,0.578417,-1.259872,0.166427,1.858452,1.268155,-0.986067,2.488847,-0.115704,0.494274,0.422943,0.15071,2.652658,-1.364695,-0.430294,1.780628,-1.756412,-1.682734,1.399538,0.288751,0.610653,-0.458462,1.422758,336
-9.431057,-6.12936,-13.7869,21.946514,-11.589445,-0.284312,5.972422,4.177328,1.392941,-0.456046,-5.626156,-0.05563,2.073347,-6.337025,-1.45504,4.534662,6.174109,-4.2057,5.2241,-2.757812,1.428027,-1.24574,1.909949,1.736807,1.186304,-3.255132,-2.527363,0.400351,-0.620747,-3.463174,1.059085,0.935331,1.218231,1.020185,-0.18126,0.881637,0.138447,-2.767725,0.394708,-1.012726,-2.552998,0.957117,-1.176794,1.635202,1.451136,-1.753456,-0.032209,-1.832603,1.212404,0.021578,-2.164802,-0.293511,337
8.979909,-1.198777,-2.009383,-2.44728,-2.213884,1.475145,-1.028918,1.749125,-1.04042,4.781614,-3.14352,5.86063,-0.269063,1.522892,1.281512,-0.69278,0.033676,0.615622,3.393139,4.798758,0.492643,-1.10218,4.958526,-2.310721,1.529205,0.123168,-0.577693,-2.952715,1.442883,5.15786,-1.170675,1.917091,1.724794,-1.57533,0.019608,-0.612052,1.274684,-0.819869,-1.029648,-1.39871,-2.104637,-2.190043,0.965023,-0.702091,1.79929,0.521922,-1.625906,-0.413191,-2.599964,-2.824275,0.133008,1.066849,338
-3.110541,0.831067,0.35289,-1.946814,2.701473,-1.377605,-3.256303,0.950755,2.422232,-1.780556,0.435693,-0.15669,-0.781645,0.957986,0.536213,-1.122041,1.212194,-0.305459,-2.326993,-0.767482,-2.128112,1.15643,0.516715,0.728287,0.589647,-1.02868,-0.357733,3.322064,-2.923895,1.47408,-1.566974,-0.096998,1.528396,1.389206,1.867325,-1.423414,-1.878434,0.390678,1.253496,4.229816,2.074656,2.469753,1.826643,1.007707,0.247114,-0.971591,0.833032,1.955867,2.280096,-1.346319,0.706508,0.240852,339
-2.348897,4.780487,-4.202012,-1.95585,-4.222086,2.930624,-4.428637,-1.92734,-2.152617,3.465607,-3.522895,6.984112,2.261508,4.404007,0.253575,-0.944562,0.239448,1.020502,-2.03532,-2.510222,1.156541,3.694666,-0.370693,0.29178,0.728207,-2.564118,-1.58494,1.29901,1.259267,-1.074402,0.442706,0.080722,2.340804,0.456348,4.255426,-0.847845,-0.719903,-1.6615,-2.732072,-0.830863,-1.319903,-4.532319,-1.811653,-1.48913,1.079352,-1.929222,-0.069307,0.573627,-1.705527,-2.431225,-1.606466,-0.37234,340
7.620104,1.743531,5.774482,-0.202355,-5.114222,-0.874345,0.485928,1.612022,0.193267,-2.829458,2.660622,-5.473483,-1.552797,0.239453,1.979255,1.056318,1.63613,2.005062,-1.071848,1.884908,-1.596701,-0.3972,0.548977,-3.917573,0.802506,0.928367,1.972136,-1.07127,1.907469,-1.133715,2.423259,2.006203,0.098919,-2.76987,-0.954178,1.936692,-1.36628,-0.095377,-0.849042,-0.71664,-1.896313,2.294044,0.786787,-0.608604,0.037655,-1.193704,0.242584,-0.602779,1.739141,0.6444,0.232611,0.90153,341
-6.99879,1.565141,1.562331,1.662866,2.473039,-3.614578,5.173461,5.230675,-3.292555,5.106334,0.625213,2.002044,-0.458538,1.502625,2.002289,1.555381,-0.216258,-0.746036,-0.671244,-1.205633,-3.225735,-2.552835,-0.290843,-4.484534,0.828827,1.184845,1.918737,1.135184,5.065187,-1.225626,-2.355281,-0.393515,-3.790227,1.000061,0.559541,1.116751,1.305987,1.794504,-0.799975,2.833745,2.063727,-2.82406,-4.149984,0.995037,0.297363,-1.297412,1.470963,1.353217,-1.849693,0.580954,1.114636,0.135778,342
-2.444585,6.435293,-4.36115,-0.459555,1.96328,0.045331,-6.369028,-0.344107,-2.533965,1.069414,1.531992,2.732859,-3.268363,-1.576504,1.003192,1.273299,-2.431389,1.782011,0.400766,0.854749,1.186677,0.638224,-0.864911,-0.459995,0.235792,0.913943,0.173486,-0.733227,-0.871628,-0.311043,-0.380499,0.655329,-1.233419,-0.823406,-0.369,-1.551936,2.105391,2.136219,0.10175,-0.797241,1.053369,-0.067727,-1.715485,2.313329,-2.489743,0.176202,1.200239,0.076876,1.53981,0.715576,0.383439,1.879601,343
9.461793,-3.627218,-0.118586,-2.768169,-3.658706,-0.096115,1.091649,-0.775977,-2.720558,-1.498657,-3.839172,-4.122468,-2.180229,2.352158,0.425858,2.833883,-3.020124,-2.101194,0.637811,1.696689,-0.200697,0.82271,1.739723,-0.927121,-3.364298,0.013369,0.786439,2.502612,1.09237,1.20884,-2.566507,-1.301059,1.473818,-0.870959,1.002444,1.350899,0.083604,0.623793,-1.156359,0.617862,-0.385196,0.725839,0.040383,-0.25944,0.998905,1.147295,0.143746,-0.218913,-0.061781,0.912586,1.025875,0.885181,344
28.125981,-19.154126,-19.119132,-4.74177,11.687338,0.915693,9.902847,0.56317,9.212702,4.36683,-0.147721,1.964289,-6.379672,-3.303891,-1.469325,-0.229219,1.846125,2.772581,-1.067192,-3.810961,-2.660941,2.796264,3.995055,0.949364,-1.316941,4.036878,2.904628,-1.975981,-3.267927,-2.265294,1.744955,-0.502969,1.316282,1.826908,2.112352,-1.126519,-0.579562,1.683619,1.057015,2.227649,1.405855,0.800538,-1.139771,1.393653,-0.468581,1.289693,-1.316839,-2.572212,-0.836772,-0.552096,-0.921418,-0.334335,345
12.595347,-5.775294,11.107047,14.083707,7.527561,-3.749845,-4.996968,-10.211182,-4.626651,-8.046006,-1.195621,3.979996,-0.548778,-5.429598,7.826819,1.139728,2.143409,-1.690335,-3.570999,0.092917,-5.072286,3.293262,-0.262705,-0.114587,-5.325834,1.471232,-3.461099,-2.808829,-0.632573,-0.737313,-2.150023,2.302747,-2.182867,4.880331,0.07491,0.29322,-2.152012,-0.07723,-0.577156,0.614649,-0.551621,-0.044129,0.787155,-0.327488,-1.003156,0.292786,0.204127,1.172094,-0.510015,1.546393,-2.217154,-0.972388,346
0.805772,9.97334,2.282764,0.148327,1.28117,-5.928493,2.811885,4.104144,0.165473,1.836723,-5.631502,-0.015785,3.358623,-1.21548,0.612751,-6.589901,3.730424,1.160738,2.530605,-0.223662,-2.68734,1.625597,-3.390727,1.084181,5.124133,3.969788,3.828321,0.64565,-0.6591,-0.989787,-0.337641,-1.570447,1.527624,2.432921,2.062548,2.638091,0.761969,0.602678,-2.253413,-0.298166,-0.013512,2.181935,-2.145065,-0.564821,1.454361,0.259474,2.604782,-1.150792,0.314446,0.826144,-0.318743,-0.689994,347
-13.472497,-10.127296,-0.051968,-0.145782,-2.708674,-7.502638,-1.347519,0.706842,-1.731117,1.377105,-1.089603,1.274556,0.767008,-0.174688,-1.33531,0.498221,-2.740714,-1.119297,0.317648,2.34476,-0.07559,3.537047,0.903587,-0.736879,0.48437,3.189782,-0.522869,1.005409,-2.162034,-0.772981,-1.940359,-1.695033,-1.682066,-1.074223,0.673148,-0.997344,1.908144,0.715978,1.705503,0.012877,0.938495,0.209075,-1.650218,-0.346976,0.234894,0.396328,-0.409657,-0.252129,-0.480849,-0.029643,-1.183576,-0.044485,348
14.59969,1.518416,3.339821,7.883592,-2.757291,3.797885,2.625276,5.874599,-6.878124,-1.138694,-1.343179,-6.720471,2.901517,-2.793124,4.718107,2.317323,-1.477562,6.489396,0.692547,2.847881,-1.080034,-2.511544,-4.504695,3.317941,-0.989398,1.634528,-0.27847,0.291092,-3.155615,-2.809435,1.096554,-1.262728,-0.006736,-0.542747,1.035559,2.745698,1.713251,0.554928,2.175543,-1.54138,4.561777,-1.485677,-2.551587,-1.346269,1.790049,-3.287052,-1.640016,-0.216274,-1.158832,-0.363317,-1.557554,-0.767671,332
-1.371979,5.28415,3.140391,1.018667,4.039328,-1.057871,5.487852,3.14864,-4.083202,0.680944,0.682564,1.122715,7.712049,1.101801,-1.047237,4.774605,1.783714,1.655764,-0.890939,-5.021053,0.616301,-0.604109,2.235245,-3.916315,0.756923,3.276706,-2.684979,2.267108,3.237762,0.835074,4.295304,0.409006,-0.153328,1.454744,-1.29363,0.568857,-0.859414,2.962673,1.118139,-0.045226,0.924464,-0.394098,0.103656,-0.259266,-0.354674,2.907905,-1.925499,1.386219,1.652597,0.634838,-0.635214,-0.935409,333
-0.884998,2.797702,-4.108348,-1.821381,5.039636,-0.118438,-1.313318,1.174139,4.508248,0.762057,-3.866996,-2.018399,2.779107,-4.555818,1.166559,-0.654972,-2.02559,-1.358194,-4.120191,2.735725,0.695054,1.953186,-2.863569,1.927113,-1.111606,-0.531796,-0.821485,1.158226,1.334101,-1.493971,2.224865,-1.635583,-2.522381,-0.031307,-0.113476,-0.596583,0.042602,1.539576,1.366499,-1.616331,1.458938,-1.512516,0.911557,0.674018,0.937263,0.842499,1.086018,-0.578882,0.725377,0.659496,-0.14219,-0.482483,334
3.146693,3.773647,-0.471339,-2.027238,-3.951104,0.739406,0.142011,-1.261425,4.554481,-1.407382,-1.494327,1.28203,1.101092,1.243084,-0.91524,-3.186633,1.793155,0.678314,-2.103753,-2.196579,1.682534,-1.33356,-2.745671,1.326128,-0.646099,-1.494411,-0.919583,-1.317802,-1.74008,-0.985571,0.047812,-1.109416,-0.55495,-1.452108,0.146687,0.859839,0.387816,0.564727,-0.497184,0.612971,0.206677,0.933589,0.145275,1.78285,-1.017708,0.639022,-0.511585,-0.129952,-1.596715,0.111189,-0.860567,-1.789333,335
-2.566323,3.007164,4.081726,0.232804,0.749921,3.37428,3.394803,2.109074,-2.496942,1.009852,-0.877089,1.457572,4.287227,1.580442,4.218683,0.94408,-2.616081,6.144488,-4.41061,-3.390129,1.490946,-1.448356,-2.368187,-3.939672,0.655301,2.085859,4.323678,-0.939195,2.665103,-0.788687,0.833437,0.262913,3.128175,0.711272,-0.619697,-1.289579,2.640688,-1.149264,0.144335,0.237637,-0.961873,1.655017,0.402275,-0.070276,1.061007,0.591073,-1.052877,0.961737,0.361483,0.585903,-0.375478,-0.444448,336
-9.579139,-6.797077,-17.218353,25.54679,-14.020202,-0.707541,6.40454,4.103287,2.83649,-1.387954,-6.081632,0.870529,0.691963,-4.946883,0.041999,4.426304,5.365248,-3.03116,4.137621,-2.4333,-0.098127,1.53387,-1.613477,0.70514,0.501577,-3.261294,1.939701,-0.85694,-2.864687,-1.226356,1.220538,1.349063,0.062063,-3.555922,-2.462903,-3.282424,-2.331982,-1.321483,3.009001,0.224644,-3.46976,0.984926,1.591617,-2.171848,0.720284,1.144088,0.274762,-0.26293,-0.240458,2.346776,-0.350372,-1.909843,337
9.983293,-0.768667,-4.882577,-2.64621,-2.871847,0.985037,-0.482982,2.43695,-1.064302,5.897353,-3.667169,6.066761,-0.56925,-1.335976,4.110354,-0.479471,0.186157,0.879061,5.238661,3.968577,-0.936833,0.415199,5.176018,-1.497026,0.266802,0.959919,-0.647005,-3.566339,1.695255,3.60993,-0.436128,3.0564,1.728427,-1.061269,0.012235,1.124337,1.94013,-1.258291,0.809736,-3.087351,-0.49851,-3.058607,-0.294065,1.254842,1.410073,0.144073,-2.101304,-2.49527,-2.298745,0.045025,-0.283875,1.060981,338
-2.250573,0.65031,1.760499,-0.537065,1.597074,-1.6114,-0.719051,0.200324,3.269166,-1.797695,-1.16042,0.380346,1.393636,1.952031,-1.161658,-2.921002,0.893467,-2.194347,-1.750352,-0.110898,-1.180509,-0.781147,0.119468,-0.379557,-0.591064,-1.539776,-0.672901,1.091755,-0.453061,-0.981129,-1.414795,0.910552,1.787916,-1.84265,1.963098,-0.678441,-1.224368,1.852458,0.488164,0.769839,0.033225,1.402696,-0.259238,-0.039455,0.037013,-0.119987,-0.885857,0.625423,1.169028,-2.237299,-0.851493,-0.9607,339
-2.702814,3.031343,-3.061816,-2.412466,-5.564163,1.403966,-2.272451,-1.289701,-2.69693,2.24126,-3.668367,5.107964,0.457382,4.24766,-1.006637,-1.689069,1.216134,2.267096,-3.136916,-4.046448,3.210734,1.705762,-0.951754,1.490446,-0.227528,-3.695201,-1.828838,-0.47894,2.090945,-5.46837,-2.279778,-0.78948,3.592654,2.175115,1.361037,0.7524,1.845584,-1.660461,-1.159289,-1.623444,-0.112249,-1.691504,1.128324,-1.931384,-2.383432,-0.29901,0.823428,0.518794,-0.374945,-0.503643,0.03165,0.88393,340
9.566762,2.087531,3.868034,-0.313452,-5.678103,0.75969,1.643556,2.025423,-1.27106,-1.341185,3.763888,-7.348789,-0.55896,0.177799,0.729601,0.096148,-0.5033,2.27571,0.83893,1.01571,0.335174,-1.650174,-0.036987,-1.11403,0.560051,-0.877085,2.453442,1.383856,0.974295,0.730774,1.681272,0.807279,0.559687,-1.477802,-0.764572,1.465851,-1.700352,-0.571745,1.096004,-0.688521,0.036508,1.071635,0.997484,-0.228208,-1.82244,-0.791008,1.475593,-0.409233,-0.53365,0.325481,-1.110199,-0.902156,341
